customer_id,credit_lines_outstanding,loan_amount_o,total_debt_o,income,years_employed,kkb_score,default
8171582,0,4539.190184,6126.144466,86518.54294,4,1331,0
8082318,1,2313.344837,3211.670516,38124.95405,5,1408,0
8023278,1,3560.648035,5273.74225,60497.19791,6,192,0
6983657,0,6679.103143,3956.076166,86598.94627,6,1609,0
5244103,0,6064.123004,4651.182782,83316.08541,4,936,0
7346487,1,3814.162931,6141.232793,67450.1106,5,681,0
3494094,2,2937.878102,5093.558864,57894.37634,8,425,0
8026560,0,5227.304902,2691.896355,69170.02023,4,156,0
6000822,0,4287.42859,7503.36695,77957.79285,4,1035,0
5130241,5,3772.763476,14149.06605,59584.26177,5,311,1
5550455,2,4629.349219,9963.382976,83891.64859,8,1033,0
6118670,1,5466.033694,9941.901446,86554.77009,6,665,0
1335360,1,4299.363828,4845.19607,51631.08241,6,1289,0
2258172,2,3941.702572,9223.90984,67277.84361,6,1022,0
3209330,0,3815.899042,3672.601881,53549.49228,3,1502,0
2030770,1,3214.507783,8410.327087,82139.09878,4,377,0
4956521,5,5114.174723,29777.41208,105098.5136,3,24,1
7015625,1,3878.313431,7861.594153,60359.34399,6,630,0
6889859,0,2674.325465,1137.337287,37336.03927,4,636,0
5239865,5,4429.009343,26716.4405,99683.45517,3,1278,1
8695719,1,5582.363567,12095.47957,103419.2758,3,1612,0
6087124,4,6151.278331,23255.14566,86046.89206,1,351,1
1712776,0,3290.896426,5657.631026,73486.18279,5,1073,0
7884988,1,5050.121922,9127.972294,97129.87374,6,974,0
6171405,0,2149.0705,1594.604164,41471.13448,5,1181,0
6712464,4,2448.725785,8633.235167,38825.62225,6,209,1
6088359,0,4979.313632,4406.527131,72935.39338,4,1463,0
5982214,1,4267.109917,10125.65275,71693.76513,4,1775,0
1815097,0,2869.296274,4440.416974,53726.66419,4,1759,0
6032863,0,3037.025908,6130.814575,62324.67423,2,936,0
8154212,0,1834.414296,1585.684165,32694.06961,8,1129,0
3735550,0,5291.484161,846.7774634,84677.74634,3,521,0
6425543,2,5174.483976,13598.12768,96122.43767,8,706,0
1277360,0,3123.551351,2848.412825,49141.7287,6,1419,0
4127492,1,3726.430399,5573.155053,66898.13695,6,1760,0
4930456,0,4464.454642,6210.64164,73486.70488,5,632,0
9844644,3,5235.733354,17908.07126,87976.16249,2,590,1
2931261,2,4784.129283,9097.04171,75518.82694,7,295,0
3488934,0,4069.066702,2222.133458,79856.59991,3,751,0
4676757,0,3748.408787,5177.990608,61454.0597,3,766,0
9933989,0,2042.493602,3838.508156,38660.3946,2,1155,0
8680626,0,3895.269812,4945.140186,59732.50624,4,263,0
1312236,5,4278.794095,17092.49453,57289.69237,4,1174,1
3105455,2,5164.430161,6421.567001,74164.90788,7,1114,0
8395069,1,2383.024193,3896.092048,44507.78601,5,1870,0
1524724,5,5716.666522,27814.21041,99917.64426,3,1380,1
8701036,0,4970.615776,6453.297616,78572.68649,5,1755,0
3532454,0,6027.724179,5806.646784,73077.46245,4,758,0
9258868,1,3498.809573,10755.79258,86462.77035,5,1635,0
3642343,5,7880.378251,35666.00602,110619.2778,4,1659,1
4908850,2,2437.191313,11424.01949,66951.35809,5,934,0
6957247,2,3080.127733,7832.558514,55664.54023,8,1616,0
2136526,1,2752.117415,4798.919493,50608.82719,5,501,0
6013288,0,4033.267836,674.501641,67450.1641,5,231,0
5545138,0,3701.529835,3517.488543,108757.5181,6,1753,0
8055083,4,5713.43439,21401.27554,81627.55137,3,195,1
9964961,0,2775.333229,4337.521174,56307.00135,3,1889,0
6978821,1,2600.417306,6322.254678,57515.94978,6,785,0
4682677,1,8087.428082,10684.59426,106782.9886,7,1114,0
4657481,5,4993.661861,17091.06383,71136.19395,3,25,1
4761628,0,3885.381657,6371.889573,61724.55755,2,1623,0
8326182,4,3823.758134,14488.29674,54329.6369,1,201,1
3890941,2,6149.398454,16834.85218,100334.7139,3,1388,0
2502756,0,4220.273755,4191.787428,62097.69927,6,177,0
4008622,0,6287.503576,7028.876911,91578.92445,4,818,0
1204408,5,3305.069595,25520.98329,90774.47952,5,276,1
1955283,1,4513.34276,6340.695367,83099.56165,5,834,0
1810430,0,1766.099016,584.4968544,29518.52333,4,989,0
7943970,0,3517.154827,3036.347572,62988.14903,6,1803,0
7501233,1,4751.479803,6860.502634,64591.80832,6,77,0
7270936,0,1800.207678,296.5909171,29659.09171,4,1379,0
5156894,0,4613.290613,1555.766149,64583.98545,5,335,0
7453525,0,3184.872696,3969.38643,43069.59111,2,1131,0
2451445,2,2789.584509,11398.67272,68438.05762,6,1019,0
9105594,0,2689.498576,4004.572287,51192.76073,3,1542,0
5509402,1,2875.904756,5709.994486,46523.24506,7,149,0
9442461,0,3911.921829,3617.612501,87548.79748,5,1302,0
2370808,0,7179.330435,9808.671634,106704.3437,3,313,0
5475970,1,4410.02249,8753.394822,81615.07161,6,1807,0
7266882,2,6059.880611,12439.12657,92852.05008,10,671,0
5460632,0,4509.720845,6913.974978,83146.48342,3,1590,0
5015406,1,3057.966392,6122.499682,65420.05402,5,252,0
2495926,0,6383.282594,7598.675434,94776.64247,5,834,0
4429190,4,3976.583011,16262.24358,60513.41862,1,46,1
3148896,2,3850.363446,11226.8107,72591.03982,6,1178,0
3713608,1,2161.21338,3841.606668,34801.39284,4,225,0
7153305,1,5876.816909,11012.78109,102082.148,6,1263,0
6672542,0,3873.883058,6417.802407,84764.40821,6,633,0
6464767,1,3445.65807,4603.413081,57432.49036,5,1143,0
4256313,1,2762.785258,4325.307754,53055.63541,7,1868,0
9637232,0,3796.11828,5896.570324,77839.42879,4,494,0
1788849,0,2699.789507,680.4998763,41406.15383,8,1026,0
4083316,1,5207.648647,8965.955823,87991.7105,5,33,0
4050493,0,3214.882664,1999.123479,53423.72172,3,620,0
9657078,5,4720.508454,27947.97458,92090.59824,3,1440,1
4296371,1,2267.137681,4199.813052,34491.6855,4,1018,0
9177225,0,1513.430554,2244.788712,23559.2695,4,398,0
5455590,0,2531.447219,4757.480327,49892.87125,4,305,0
7297363,1,3606.145796,6250.846741,60756.29889,5,273,0
5116756,0,1796.157595,2207.473922,25010.49189,3,1264,0
3392829,0,2299.140531,2811.547627,36483.06858,3,1765,0
7878064,5,3119.189274,14707.21334,52337.50182,2,427,1
9722586,5,4615.493085,14784.73985,57558.67918,6,1233,1
3371723,4,1676.725984,7647.5926,33732.56011,4,849,1
8008757,0,3575.01957,5101.294701,63226.38732,5,156,0
3350259,2,4211.644124,8643.382528,69078.4778,7,1427,0
7452010,1,2415.207956,4946.684255,62122.91383,6,950,0
8101058,0,4790.726048,3236.670635,73466.87582,5,827,0
5044253,1,2884.87081,3317.616697,49870.52536,7,1245,0
7632275,0,3924.027779,1269.6574,50712.61537,1,698,0
3450173,0,3294.758388,1939.218362,62843.21378,5,1604,0
1713281,2,2785.562364,6000.632244,47328.74131,5,1292,0
1867518,1,5253.969111,8804.099595,76769.75496,5,955,0
5023213,1,3459.988698,5361.699369,59771.98294,6,981,0
9123420,0,3874.611528,3206.100312,72266.90664,6,14,0
2148191,2,4243.873888,8509.170811,74644.89747,7,1676,0
5101986,5,6120.536516,26221.02363,92202.28574,4,1554,1
7336287,1,3949.704843,9605.213264,85565.77455,5,1443,0
2821270,4,3872.037505,20563.88969,97590.82395,7,500,0
7494546,1,3966.361901,6527.980392,59602.04717,6,1558,0
3753609,0,4146.561685,5398.562837,64375.34127,3,453,0
8277945,1,4009.047569,7732.618698,90525.96665,6,1371,0
6212975,4,3100.809827,14054.89085,52521.44393,3,324,1
5922164,2,3206.807748,11331.42777,63168.28394,3,271,0
2590954,0,4110.704846,3694.286204,60717.99748,3,1820,0
5168852,5,6163.80366,22891.73376,74879.65589,3,1323,1
8709527,1,4110.069891,4137.760699,59412.10933,6,558,0
1175715,1,5223.989125,7286.720638,80991.62193,5,242,0
7826675,0,3245.900545,5009.467425,67426.65003,6,23,0
5434861,1,6254.294876,11407.09564,90949.14318,3,751,0
7475165,4,4104.430298,14233.09362,63489.52438,5,643,1
6969681,0,4277.033817,4359.413104,58893.09953,4,1153,0
4888836,1,4371.119339,6693.943774,62842.60262,6,1000,0
3778004,5,4489.257545,17259.83077,68401.78688,2,1131,1
6645778,4,4524.685153,15769.59733,78829.16466,7,911,0
2262018,0,2857.504441,4060.096054,45065.01727,4,381,0
6256881,1,6344.103973,7070.706589,76047.41915,5,668,0
1852252,0,6862.67927,7079.410363,99700.10233,3,782,0
6848618,0,3417.068064,3531.732672,50605.67841,4,1192,0
6658706,0,5018.65874,6452.636268,101785.6326,4,1858,0
1759998,3,5789.876446,13089.75902,85299.5896,6,1258,0
7817390,1,3379.990953,4498.1144,55641.25311,6,1310,0
4742266,0,3815.773053,4200.687468,58757.99978,2,1348,0
8081977,2,5194.982427,8474.763456,63814.34365,3,1377,0
1374527,0,3136.403561,3087.738958,57318.21955,6,1470,0
2615108,2,3740.981862,9458.390922,66417.17914,8,1555,0
5445916,4,6385.692022,26030.90423,105021.1982,5,1520,1
2694026,0,3175.865888,3578.399513,48466.67143,4,109,0
3968750,4,4250.229531,11937.99899,61705.29339,9,663,0
6945390,3,3975.339515,11809.40062,64345.1119,4,1150,0
2300717,1,6425.52202,9610.401872,89511.87532,4,500,0
7099325,2,5020.632179,8967.049059,74044.40332,8,232,0
1930626,0,5095.76272,7560.917967,92145.33913,4,960,0
2576666,0,3227.726625,2620.095856,45176.62211,6,170,0
6288800,1,6160.555766,11017.64312,91417.51615,7,616,0
8141348,2,4241.954095,12817.87288,81565.23724,4,543,0
2535336,3,3456.057137,9359.40711,55679.87011,8,402,0
3699934,0,4119.77832,5600.84323,72583.89993,5,446,0
9326080,0,2130.744776,2260.426609,40854.25593,3,405,0
9907152,2,2420.921903,4096.213675,40491.83663,7,1877,0
6229549,1,4632.523416,6998.099411,83267.6424,7,1144,0
5023342,1,5652.163333,7471.88945,93847.57552,6,1022,0
4121827,0,1245.36597,636.920466,18464.58613,3,421,0
6512066,0,3648.628104,2660.769199,53321.52026,3,968,0
6318238,5,4353.616955,26918.99298,85320.42731,4,1534,1
3652777,0,6283.730938,2867.416421,92429.01896,3,1267,0
1205234,5,6465.619257,25788.52416,86209.90661,4,1845,1
2363484,0,2554.192452,2032.891786,62794.4263,4,28,0
9627031,5,3303.413563,14081.08903,54065.82427,3,30,1
4763393,3,1838.417197,9226.523255,40724.00693,5,1237,0
5340730,5,5827.699094,26595.77806,88404.12011,2,1178,1
5203967,0,2955.884729,2922.809204,46471.17864,4,748,0
8044616,0,6125.745268,2375.164565,86482.23586,2,1431,0
1584609,4,2609.55343,12031.06091,41105.84434,5,1721,1
1744569,0,2322.380465,2440.027074,38492.15745,4,169,0
3482624,5,3953.622655,16652.62854,56219.61162,3,1197,1
5379924,2,6358.093287,16610.19224,95430.26906,5,7,0
7040115,1,772.9706822,1988.146746,19082.80078,3,650,0
5416362,0,3702.538282,2408.572436,75499.27123,5,1378,0
4970512,1,4250.859078,6010.114775,73057.85734,7,1727,0
9440437,3,5958.102339,12941.4633,70002.34484,4,1194,0
2449170,5,3479.502788,14931.80856,56988.92226,4,1674,1
6145551,2,3325.686655,13134.21962,86012.03221,4,984,0
5880201,0,4738.594387,6702.079563,94982.72693,3,1609,0
5261404,5,4194.339297,17940.14287,67188.66182,3,557,1
8268376,1,5720.344503,10217.00208,89321.99075,6,1882,0
3402780,0,4545.342262,6554.99744,81556.14511,5,601,0
9583954,0,6631.715979,8289.561229,103171.7885,3,670,0
3984120,0,2863.629712,2979.892352,49107.01107,2,1464,0
5905039,2,6263.446796,15525.82364,86388.75053,5,1077,0
5686051,3,5268.472872,17191.48776,84271.81285,4,916,0
8648000,0,3494.585538,5019.361403,74639.60108,3,698,0
4950202,1,2233.040504,5462.21697,49571.76917,5,1724,0
3561030,0,5413.322548,3473.557926,73277.28454,4,1820,0
1194508,5,5069.924765,27061.74485,87752.8963,4,1825,1
4273103,0,6724.54209,3738.62143,87012.98514,2,911,0
8436626,0,3278.505192,4650.685435,64489.68835,5,1074,0
1089245,0,4694.615787,4860.423871,74006.95216,4,345,0
9065446,4,4881.630077,19837.04438,82526.13401,4,248,1
5885443,0,4224.620829,3210.856377,87341.92211,5,999,0
2262241,1,4366.062947,11417.62362,96329.80726,3,360,0
3719613,0,1628.224064,1178.728237,22945.51843,3,345,0
5986324,2,3736.312607,10222.41948,59826.47942,3,110,0
3841229,1,2503.071141,3989.566811,35775.83173,6,1582,0
1977181,0,5754.108133,1727.817099,73168.31154,4,1709,0
6993899,1,4046.886347,8056.459594,67156.01152,5,1895,0
7050160,1,4821.075352,7447.861135,80906.49679,6,948,0
2069868,4,3889.452505,14572.86442,58593.22685,2,1660,1
3531103,0,3338.48609,5389.226165,70779.95097,5,31,0
3194859,0,3312.712812,2932.9688,59845.70049,5,1016,0
6934803,2,7757.389118,13847.32655,105325.469,6,1374,0
7572659,0,2141.99784,2516.832393,42500.5186,3,820,0
7542950,2,3353.219834,7784.64305,52503.9492,7,976,0
9448850,0,5444.719522,6443.983359,72190.37068,4,267,0
7917826,0,1791.898603,2484.332424,43474.80633,4,1870,0
3886114,4,7257.145233,33846.5435,121346.0514,0,1810,1
1969668,5,7516.613946,34431.28513,110858.505,3,1043,1
6531784,5,3838.979905,17987.11053,69364.65894,6,1681,1
9244105,1,4442.595893,5781.417232,76842.99478,6,1684,0
9776396,0,4085.634878,820.6393796,82063.93796,4,781,0
3071925,2,3973.657805,9369.089493,63687.96336,5,843,0
3128098,1,5318.358155,6846.42862,90137.15643,5,1412,0
1336712,3,5043.896491,14816.74108,83481.06361,5,53,0
2271359,1,3692.192911,6227.510502,64364.64003,7,1321,0
5993671,2,8729.634257,15180.99072,116289.8622,5,1172,0
5921229,3,5737.754755,17009.67596,81150.56651,5,1619,0
4338300,1,5288.426456,5237.528081,83910.92987,6,1008,0
3789598,1,5192.897588,11918.63576,87466.95298,3,249,0
8468106,2,4865.847316,15238.16133,93768.87711,6,1784,0
5140304,0,2582.405695,1459.953649,39906.80807,2,659,0
8274262,0,4613.023974,6629.04622,102596.7528,2,395,0
9668905,2,1559.787581,4601.123932,25489.21675,3,664,0
3854249,0,3964.219887,3297.161548,58981.56294,2,1756,0
2824644,1,4686.171327,6981.038364,66798.16522,5,553,0
9576093,0,7870.565358,5059.104252,96649.44895,6,261,0
6713479,0,4232.818033,5699.713752,77013.16561,5,1779,0
3618260,0,4175.187748,2875.543945,59508.3302,4,608,0
6596739,0,2492.606451,4228.410783,51304.71935,5,503,0
5635513,5,6277.60766,29268.30503,96766.69729,4,692,1
9149788,0,3420.828745,3552.974616,62838.86515,5,1242,0
3303685,3,4646.266068,13442.32491,60701.68951,2,659,1
9922444,1,2602.371704,5358.833175,53109.93483,7,1739,0
9424391,5,8638.366979,32789.35274,111631.4497,4,114,1
2626317,1,1398.610404,2649.708007,21976.97259,4,1881,0
2481470,0,4073.509733,2605.016456,58722.57072,5,1316,0
5798410,5,5147.240256,24172.04657,80263.5013,5,560,1
1404195,0,2044.175904,2822.32483,53291.82315,5,1020,0
3689181,6,1161.622575,4358.676331,15679.04216,3,1094,1
4915873,0,2400.011482,2940.287718,41179.41264,3,1627,0
9724358,0,4408.530867,6526.566353,80855.42605,3,218,0
9931379,1,6055.781329,11669.25375,94461.80098,3,1209,0
2363859,1,3562.599104,5049.934779,51958.08895,6,1647,0
9025094,0,3048.242505,2320.84863,51686.57087,3,135,0
1818359,0,3480.248736,5225.467493,54702.68846,4,601,0
7737471,0,5539.953278,6018.77226,82383.01556,4,1526,0
8610783,4,3103.399217,13222.35757,56943.83738,5,1870,1
9017131,1,5315.399029,12105.95241,116033.6859,5,1615,0
3010761,1,5103.454463,6494.28236,70119.71569,4,1258,0
9041018,0,3182.855198,5625.584262,66305.75915,5,1163,0
2043828,0,4414.107643,8292.948642,78644.36769,4,315,0
5669724,0,2782.976666,4693.405651,61574.74352,5,1513,0
5225907,3,2134.55906,6982.246551,33955.82279,2,1351,1
3843361,0,4108.411025,6109.221156,68403.83758,4,291,0
1199027,3,3518.762182,13286.8404,66812.45997,5,1462,0
7948111,1,6213.579561,11450.60109,100836.8991,4,760,0
4020252,5,4424.819601,20384.26767,73983.50212,5,1538,1
6954950,3,4149.558504,12611.42901,68989.27516,4,835,0
4691978,5,4655.037497,17805.15733,61878.03605,4,1164,1
4362919,0,4774.75626,4469.535616,77772.30174,6,300,0
8976662,5,4280.901448,21337.62586,71207.07966,3,1450,1
1850199,0,1900.986419,3847.513701,41253.23552,4,1389,0
7629555,2,5149.749879,11248.29766,76558.43967,3,620,0
7721105,0,1798.781031,1125.853784,30965.75281,6,1443,0
4419922,2,2886.299266,8551.678397,72421.27727,8,1235,0
3362144,5,4526.204583,18263.57037,68132.125,2,835,1
1047763,0,3593.848813,648.4536847,64845.36847,5,314,0
9431317,1,4380.282081,7210.509415,81805.58229,6,1550,0
9529582,0,4288.289789,3218.942708,75866.45738,2,1446,0
3168734,1,2837.829935,5097.639862,56393.90288,5,646,0
1287199,1,5050.294751,8271.918182,77954.06858,6,373,0
2104821,3,2083.689551,5628.897462,37749.53899,7,1381,0
1608785,0,3041.2662,3628.841776,49445.67245,4,1165,0
8480013,0,2808.36336,633.7052285,59887.20754,4,950,0
9027202,0,3877.815839,7412.771296,80568.18389,4,1530,0
2379558,0,2853.326396,3086.037758,43838.53453,5,1662,0
7720654,0,2282.40746,2915.238449,40307.78339,3,526,0
2613414,5,4029.120901,23608.0297,70688.73847,4,1373,1
4304880,5,3837.924807,20105.33823,60772.965,4,1042,1
6394444,2,3688.934763,8472.725133,60837.93048,6,1527,0
7479340,0,3983.6763,6719.219449,93956.24066,6,1027,0
8871057,1,3647.987402,4436.611986,61807.09221,5,386,0
1403063,0,3928.799813,2929.216684,59258.86563,6,205,0
2767911,0,4480.301345,7388.165976,83998.12004,3,1754,0
3524577,1,3921.39497,7101.469091,64138.13594,5,240,0
3792912,0,4428.731632,1871.354794,78621.65929,4,835,0
9982249,0,3296.807754,3882.950911,58194.52692,4,479,0
7996642,3,3477.427531,11703.17663,56829.66987,3,1788,1
3883754,0,5295.409696,7681.703656,69913.65807,2,1677,0
9746436,1,2279.573451,4207.273725,38656.46856,4,282,0
5493762,5,6612.864461,26867.80342,95484.20393,3,453,1
5506670,3,3592.64706,13832.80847,66806.85845,6,1176,0
4903289,0,5254.585205,4235.009482,78727.73528,6,1520,0
2295077,1,6132.273139,11441.89538,87718.39444,5,781,0
9409351,0,2788.659451,4281.230091,65894.18233,5,1157,0
1125426,5,5781.08226,26382.09481,83838.47345,4,23,1
2568506,5,5700.276794,26488.38806,92408.95124,3,360,1
3066904,0,4084.190132,1954.807927,71765.78224,4,261,0
3513677,0,3125.744929,5527.530353,88913.64545,6,707,0
2186399,1,5654.793166,6422.752118,83433.35351,5,1566,0
1161652,0,2407.832733,3965.907967,41116.64213,4,107,0
7098927,1,6288.85966,8659.953799,87570.08513,4,1375,0
9723788,1,3900.251669,7899.511848,79331.86049,5,582,0
2096492,0,1820.797385,3193.597105,42945.18409,5,256,0
3668816,0,4666.030644,2868.036196,68800.0631,5,1723,0
5556968,4,5759.938932,22075.14038,82613.51713,3,536,1
9347520,0,6769.018957,3353.974162,98358.51469,1,661,0
7248361,5,4924.18635,19222.27301,68772.97856,2,1870,1
7895692,1,4546.658146,9184.921934,78897.65907,5,1224,0
6230048,0,2701.848689,3896.229771,63045.80042,5,1319,0
4753321,5,1638.272823,9853.210742,31180.11516,2,1090,1
2797980,0,4309.2374,4339.783315,66627.25159,5,982,0
8778828,0,4553.580228,942.5882575,94258.82575,5,896,0
8237119,0,4917.211867,7313.751921,93533.48746,3,1733,0
1225911,0,2886.126559,5083.890754,63053.82913,3,372,0
7438663,1,2786.896539,8267.909213,78945.05344,5,702,0
1759492,1,2653.699417,5212.351275,48634.33793,6,1386,0
7650855,0,6497.219051,9015.379962,124317.1693,4,1533,0
8433583,1,6605.685327,13085.73352,84427.7947,3,1259,0
2179519,1,5387.692424,8408.482367,77271.27691,5,964,0
4904522,5,2312.683171,23734.39916,66450.11905,5,515,1
2113784,3,4921.612545,12795.9136,69407.04713,4,1651,0
6105539,1,5057.670629,10220.47239,100113.9828,6,447,0
9348062,2,4265.324672,10992.81977,70174.59124,5,665,0
1727825,1,4379.556894,6895.11199,66764.16367,5,967,0
4578203,1,3097.726306,5869.772482,46601.89065,5,420,0
9758083,0,5587.896567,6187.078156,93643.05616,3,1351,0
3708537,1,4018.074746,5967.563042,61029.69369,5,35,0
2189950,0,6340.113662,2492.875088,111272.6914,2,1814,0
5397255,0,4618.442648,2520.068873,66941.65827,3,915,0
5575352,0,5047.954915,6863.730333,76614.1146,5,607,0
6965777,2,3409.418479,8977.27172,79663.98756,6,1421,0
3823637,1,2318.533799,3953.867057,35303.43939,7,1230,0
9600608,4,5684.717836,17655.18611,86966.27279,5,1404,1
5689204,0,3834.651319,4786.764461,66277.55024,5,1466,0
3578015,0,6267.988685,5396.157444,88878.79936,3,893,0
9642559,0,3960.814612,6746.168643,73469.25763,3,45,0
9323274,0,4130.422885,1749.347943,59001.9326,2,1828,0
5492482,0,2379.489254,1402.773808,50928.4222,4,1000,0
1223735,2,3637.942605,11816.70657,67412.03101,3,951,0
6372424,1,4455.630481,8261.398433,83089.12888,7,1441,0
5996781,2,3619.857951,11012.95755,61770.64478,3,1022,0
2333875,5,5359.113941,22886.82158,83477.58338,3,19,1
